holding_id,snapshot_id,security_name,isin,pct
f2acb241-70a3-4e67-8d86-673f30dc6b50,f90563aa-3917-4f4a-9b47-e1a8b99ad98c,Units of an Alternative Investment Fund (AIF),,0.257557
5c71e77e-6653-43a1-8fe3-6ec45f5d108d,a8963c5d-1930-45ac-bc4f-9d185b410901,Units of an Alternative Investment Fund (AIF),,0.388291
c84d4ee8-0e83-4b52-9394-67492e56a364,31b0a4d2-d7b9-4cc9-bc8b-6db0adb48781,Equity & Equity Related Instruments,,4.87939
5e7fd7a1-5924-4a3b-8a33-625c13064989,31b0a4d2-d7b9-4cc9-bc8b-6db0adb48781,Units of Real Estate Investment Trust (REITs),,4.87939
b8e48d46-f3c6-4ead-a2cf-59f6c89e692d,31b0a4d2-d7b9-4cc9-bc8b-6db0adb48781,Units of an Alternative Investment Fund (AIF),,0.3473
af106ea2-73bb-4eed-8290-bc62294f0be6,1e537f86-7506-4b20-85c6-5c6bd582c778,Units of an Alternative Investment Fund (AIF),,0.292397
f12bea94-91e5-4170-a33d-370a54e1a70f,bc438cab-df87-47a3-8f4e-540aa747a3af,Equity & Equity Related Instruments,,23.329336
1b550f33-631c-4d08-930b-f7bda12f7120,bc438cab-df87-47a3-8f4e-540aa747a3af,Units of Real Estate Investment Trust (REITs),,1.090856
9a2a5528-3bf2-4700-9a04-6739d12ec7f9,bc438cab-df87-47a3-8f4e-540aa747a3af,Units of an Alternative Investment Fund (AIF),,0.299936
bb531ac5-5814-453d-b7c4-bcdf7f86152c,0ac649fc-965c-470f-a687-3d4f8dad3e43,Equity & Equity Related Instruments,,20.427224
a36acdb3-da18-4e7d-b3fc-154d40248091,0d66af3e-11f2-4745-ab5f-b4c38c202405,Units of an Alternative Investment Fund (AIF),,0.310877
49b50916-a787-4279-85d6-bf0d936ba2d3,71962331-e82a-4d97-9cde-e3bf14ae5b6a,Units of an Alternative Investment Fund (AIF),,0.290399
027aedaf-fb6e-4777-8c43-f29a39795529,303770e4-74f4-4f4c-9e89-d0ab3bafd01f,Units of an Alternative Investment Fund (AIF),,0.298614
57a16019-00d5-4adf-9b27-b03cee8fb98e,2a0a445d-88fa-418e-a241-e0a8f991a947,Units of an Alternative Investment Fund (AIF),,0.310832
55262f1c-c3bd-45e3-9388-f625a75df504,f7d9748b-ac0b-4cbb-8aba-4b6195a24776,Units of an Alternative Investment Fund (AIF),,0.338359
1aa2dd86-b44e-4fd4-8d9c-98980ed5de07,645ed815-af76-447e-a056-f3ea7c29af8c,Units of an Alternative Investment Fund (AIF),,0.335384
4505a67e-860a-488f-8d59-4dbebaaa49ae,928b5ddf-36f0-4613-86dd-eca77d155a94,Units of an Alternative Investment Fund (AIF),,0.29735
15a94edf-2f82-4492-bc86-f99902a8b7a0,c7791b0d-86fd-48a1-90e8-df027f6b24a6,Equity & Equity Related Instruments,,5.938686
42a15a86-7fae-4d9e-9f6a-5de9872ab57d,c7791b0d-86fd-48a1-90e8-df027f6b24a6,Units of Real Estate Investment Trust (REITs),,5.938686
05df1ef7-00df-483f-89fe-62f703870b76,c7791b0d-86fd-48a1-90e8-df027f6b24a6,Units of an Alternative Investment Fund (AIF),,0.385609
f42748d0-0cea-413a-80a4-fad44e6f6be1,70654eaf-d17f-4c1f-90b2-e5b62ab7d413,Units of an Alternative Investment Fund (AIF),,0.296652
55c522df-c90f-4c04-9b55-1d3a481a8597,4d0c0519-0667-4605-b05c-5da966b5ff46,Equity & Equity Related Instruments,,6.012726
b46e6901-1ac6-439c-b509-191f9ab68422,4d0c0519-0667-4605-b05c-5da966b5ff46,Units of Real Estate Investment Trust (REITs),,6.012726
919c3f38-c18e-43bb-abd3-39af9c4109a1,4d0c0519-0667-4605-b05c-5da966b5ff46,Units of an Alternative Investment Fund (AIF),,0.385708
fff8c89c-bb01-48fd-8afb-9f28b81b1ca6,66a7f267-48ad-4912-ac39-f15c1061a409,Units of an Alternative Investment Fund (AIF),,0.465283
5b2bef51-d219-417c-ab55-2372da14f2f2,85de1c92-0fd8-4485-a2df-f67900a3c206,Units of an Alternative Investment Fund (AIF),,0.261932
88c6b00d-3d0d-4de9-9a50-ab1402ce288f,0b001522-0b7a-4b43-a310-a42930a3beee,Units of an Alternative Investment Fund (AIF),,0.389273
c6635d20-0c88-453e-8286-736f120a843b,fe8699d7-26ca-4d14-8db5-dadb75986d37,Equity & Equity Related Instruments,,4.930492
5062de39-ad5c-4de9-b63f-dfb9b07587d5,fe8699d7-26ca-4d14-8db5-dadb75986d37,Units of Real Estate Investment Trust (REITs),,4.930492
