holding_id,snapshot_id,security_name,isin,percentage_to_nav
9dcdeb96-fb39-41bf-a6d9-53e7c32be604,839e1c84-24cc-475a-bbd2-2384661c9755,Non-Convertible debentures / Bonds,,63.533994
7f0ec891-6c80-41d7-b92e-56da360d69be,9089a6f1-0498-4b5b-9795-d1e33a01d8ab,Non-Convertible debentures / Bonds,,67.21528
339fce8b-cde9-4544-a0de-ee8fe666194c,9089a6f1-0498-4b5b-9795-d1e33a01d8ab,Zero Coupon Bonds / Deep Discount Bonds,,3.958499
09c00fb3-4a4c-40aa-abef-ac09fbca7e07,fb0c4a54-20bf-4895-b940-dee6763b3d0f,Non-Convertible debentures / Bonds,,33.188763
dba181de-c71e-4faf-815b-976092089bea,fb0c4a54-20bf-4895-b940-dee6763b3d0f,Zero Coupon Bonds / Deep Discount Bonds,,1.28736
7468d458-ebe0-4e6d-bd14-c18a11fb70cd,27ce0443-88cb-4a0c-a4e0-83ece4f8d55b,Non-Convertible debentures / Bonds,,68.489765
227cca60-be96-4aff-8076-bc33aa985d00,5e488a3d-f278-46f2-975d-b81b2afdab45,Non-Convertible debentures / Bonds,,4.239394
6097085c-fc32-4f7f-be43-2ffc5bafbee1,1343c497-4b98-45bc-abad-69b9a52cf686,Non-Convertible debentures / Bonds,,0.083235
c0107ab7-19b9-4a73-a85e-65333eaee31a,088a91b9-0596-47d2-aa3b-719eef690847,Non-Convertible debentures / Bonds,,63.709687
c874f589-f4dd-403a-a109-ff3231ad6ea7,088a91b9-0596-47d2-aa3b-719eef690847,Zero Coupon Bonds / Deep Discount Bonds,,2.923643
9800a847-0280-48da-b70f-8bb6d065a5b0,a9bc2020-4791-432e-ad3a-89ee2055acdd,Non-Convertible debentures / Bonds,,38.19941
559fca95-bfcf-41cf-b6b5-70e75af4c7a8,a4082ff9-0f4e-4f6a-b40e-7c3fb072f3df,Non-Convertible debentures / Bonds,,49.179984
f8af6c82-5ba8-4118-a261-84192d99bd82,947d68d3-43dc-4195-8d31-f5da2b52e3c3,Non-Convertible debentures / Bonds,,22.132564
886f413b-987d-4bb2-adfd-599e38a1401e,36b03c53-3d6f-45d9-a832-0775dd236b6c,Non-Convertible debentures / Bonds,,49.159137
