category,path,checksum,size_bytes,raw_artifact_id,run_finished_at
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-pdf-docs-2025-iso-27001-2022-ppfas-pdf.pdf,8b15c55499bdb5899f3d58d1415baf5cd612f2eba2314ec8054c7fcd0f1a8889,845910,e79568b0-a962-4c24-8fe9-5404ba4703ac,2026-06-29 06:31:52.847068+00:00
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-pdf-docs-2021-chairman-message-for-wiw-2021-hindi-pdf.pdf,f45aa3cd2aebf882bd27ac62a7fae031bdd6d079a9af684594f1ccf889a7c112,348823,8df76748-5d23-49d5-9115-df9f28e5b27a,2026-06-29 06:31:52.847068+00:00
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-pdf-docs-2021-chairman-message-for-wiw-2021-english-pdf.pdf,6e1a10d1dac3661c0bdd468b1b6a06dbb2b831dc35fa1cf2a1cf1ebb1fbeeda5,336606,fe032272-c5ef-4fee-a1e5-e450288ef1e5,2026-06-29 06:31:52.847068+00:00
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-downloads-ppfas-selfinvest-emandate-and-sip-registration-guide-pdf-31072024.pdf,6d3548dbb4c3374733d93bb1aa8ccb066edd506668f2ca3c202b44b1660b3a35,948378,d5a18627-f232-4a6e-944a-519c67b18f00,2026-06-29 06:31:52.847068+00:00
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-pdf-docs-2020-chairman-message-for-wiw-2020-hindi-pdf.pdf,52d869f27b78702d631deb1cedaf21f26346fc4c3e568720f777340362b6d855,84441,4705ccd4-5f1f-4294-b10c-3dd21de9fbc7,2026-06-29 06:31:52.847068+00:00
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-pdf-docs-2020-chairman-message-for-wiw-2020-english-pdf.pdf,5d2956675f20b47dd7b28d2427e2872a75a76fa0d19553fb0b683428ac9e4ed5,83698,3ba7285e-1f08-4808-8f36-4c0392be80aa,2026-06-29 06:31:52.847068+00:00
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-pdf-docs-note-on-covid-19-rajeev-thakkar-pdf-20032020.pdf,8304f01eafa577ffc162c4b739292c5a018213b78a8bc2f2a9431cfeeca5e184,66628,18f3260b-4686-47e5-a7d9-9994dae6070d,2026-06-29 06:31:52.847068+00:00
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-pdf-docs-note-on-covid-19-rajeev-thakkar-1-pdf-15042020.pdf,8304f01eafa577ffc162c4b739292c5a018213b78a8bc2f2a9431cfeeca5e184,66628,833d7f34-621b-4f10-b03d-2530a845dea2,2026-06-29 06:31:52.847068+00:00
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-pdf-docs-note-on-covid-19-rajeev-thakkar-1-pdf-15042020.pdf,8304f01eafa577ffc162c4b739292c5a018213b78a8bc2f2a9431cfeeca5e184,66628,cc3756d4-bb83-4675-ac6e-dba85bd111f3,2026-06-29 06:31:52.847068+00:00
non_disclosure_scratch,data/tmp/mutual_funds/runtime/3d4c208b-addb-4b73-89a8-9066311e9cfb/https-amc-ppfas-com-downloads-2025-revised-payout-schedule-xlsx-05092025-1.xlsx,f4f73cfd948c2eea4a1c20e935b927db818d9e823df3ffe0993e52346f3e4fc5,6775,7e3c5e9c-ee82-4dcc-9dea-c8074d56bf9e,2026-06-29 06:31:52.847068+00:00
