445,2753.8124,,,07-Apr-2023 15:54:12
446,Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment),Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment),Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment),Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment)
447,1002.9903,,,07-Apr-2023 15:54:12
448,Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years,Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years,Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years,Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years
449,1000,,,07-Apr-2023 15:54:12
450,Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years
451,1466.7994,,,07-Apr-2023 15:54:12
452,Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years,Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years,Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years,Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years
453,1000,,,07-Apr-2023 15:54:12
454,Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years
455,1466.7058,,,07-Apr-2023 15:54:12
456,Invesco India Liquid Fund - Weekly IDCW (Reinvestment),Invesco India Liquid Fund - Weekly IDCW (Reinvestment),Invesco India Liquid Fund - Weekly IDCW (Reinvestment),Invesco India Liquid Fund - Weekly IDCW (Reinvestment)
457,1009.7344,,,07-Apr-2023 15:54:12
458,Invesco India Overnight Fund,Invesco India Overnight Fund,Invesco India Overnight Fund,Invesco India Overnight Fund
459,Invesco India Overnight Fund - Direct Plan - Daily IDCW (Reinvestment),Invesco India Overnight Fund - Direct Plan - Daily IDCW (Reinvestment),Invesco India Overnight Fund - Direct Plan - Daily IDCW (Reinvestment),Invesco India Overnight Fund - Direct Plan - Daily IDCW (Reinvestment)
460,1000.5109,,,07-Apr-2023 15:54:12
461,Invesco India Overnight Fund - Direct Plan - Growth,Invesco India Overnight Fund - Direct Plan - Growth,Invesco India Overnight Fund - Direct Plan - Growth,Invesco India Overnight Fund - Direct Plan - Growth
462,1134.1776,,,07-Apr-2023 15:54:12
463,Invesco India Overnight Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Invesco India Overnight Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Invesco India Overnight Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Invesco India Overnight Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)
464,1001.6531,,,07-Apr-2023 15:54:12
465,Invesco India Overnight Fund - Direct Plan - Weekly IDCW (Reinvestment),Invesco India Overnight Fund - Direct Plan - Weekly IDCW (Reinvestment),Invesco India Overnight Fund - Direct Plan - Weekly IDCW (Reinvestment),Invesco India Overnight Fund - Direct Plan - Weekly IDCW (Reinvestment)
466,1000.7584,,,07-Apr-2023 15:54:12
467,Invesco India Overnight Fund - Regular Plan - Daily IDCW (Reinvestment),Invesco India Overnight Fund - Regular Plan - Daily IDCW (Reinvestment),Invesco India Overnight Fund - Regular Plan - Daily IDCW (Reinvestment),Invesco India Overnight Fund - Regular Plan - Daily IDCW (Reinvestment)
468,1000.1316,,,07-Apr-2023 15:54:12
469,Invesco India Overnight Fund - Regular Plan - Growth,Invesco India Overnight Fund - Regular Plan - Growth,Invesco India Overnight Fund - Regular Plan - Growth,Invesco India Overnight Fund - Regular Plan - Growth
470,1131.963,,,07-Apr-2023 15:54:12
471,Invesco India Overnight Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),Invesco India Overnight Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),Invesco India Overnight Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),Invesco India Overnight Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)
472,1001.6136,,,07-Apr-2023 15:54:12
473,Invesco India Overnight Fund - Regular Plan - Weekly IDCW (Reinvestment),Invesco India Overnight Fund - Regular Plan - Weekly IDCW (Reinvestment),Invesco India Overnight Fund - Regular Plan - Weekly IDCW (Reinvestment),Invesco India Overnight Fund - Regular Plan - Weekly IDCW (Reinvestment)
474,1000.7118,,,07-Apr-2023 15:54:12
475,ITI Mutual Fund,ITI Mutual Fund,ITI Mutual Fund,ITI Mutual Fund
476,ITI Liquid Fund,ITI Liquid Fund,ITI Liquid Fund,ITI Liquid Fund
477,ITI Liquid Fund - Direct Plan - Annually IDCW Option,ITI Liquid Fund - Direct Plan - Annually IDCW Option,ITI Liquid Fund - Direct Plan - Annually IDCW Option,ITI Liquid Fund - Direct Plan - Annually IDCW Option
478,1179.6917,,,07-Apr-2023 14:58:00
479,ITI Liquid Fund - Direct Plan - Daily IDCW Option,ITI Liquid Fund - Direct Plan - Daily IDCW Option,ITI Liquid Fund - Direct Plan - Daily IDCW Option,ITI Liquid Fund - Direct Plan - Daily IDCW Option
480,1001.0000,,,07-Apr-2023 14:58:00
481,ITI Liquid Fund - Direct Plan - Growth Option,ITI Liquid Fund - Direct Plan - Growth Option,ITI Liquid Fund - Direct Plan - Growth Option,ITI Liquid Fund - Direct Plan - Growth Option
482,1178.8341,,,07-Apr-2023 14:58:00
483,ITI Liquid Fund - Direct Plan - Monthly IDCW Option,ITI Liquid Fund - Direct Plan - Monthly IDCW Option,ITI Liquid Fund - Direct Plan - Monthly IDCW Option,ITI Liquid Fund - Direct Plan - Monthly IDCW Option
484,1003.1153,,,07-Apr-2023 14:58:00
485,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option
486,1001.5512,,,07-Apr-2023 14:58:00
487,ITI Liquid Fund - Regular Plan - Annually IDCW Option,ITI Liquid Fund - Regular Plan - Annually IDCW Option,ITI Liquid Fund - Regular Plan - Annually IDCW Option,ITI Liquid Fund - Regular Plan - Annually IDCW Option
488,1175.7792,,,07-Apr-2023 14:58:00
489,ITI Liquid Fund - Regular Plan - Daily IDCW Option,ITI Liquid Fund - Regular Plan - Daily IDCW Option,ITI Liquid Fund - Regular Plan - Daily IDCW Option,ITI Liquid Fund - Regular Plan - Daily IDCW Option
490,1001.0000,,,07-Apr-2023 14:58:00
491,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option
492,1003.0690,,,07-Apr-2023 14:58:00
493,ITI Liquid Fund - Regular Plan - Growth Option,ITI Liquid Fund - Regular Plan - Growth Option,ITI Liquid Fund - Regular Plan - Growth Option,ITI Liquid Fund - Regular Plan - Growth Option
494,1173.0338,,,07-Apr-2023 14:58:00
495,ITI Liquid Fund - Regular Plan - Monthly IDCW Option,ITI Liquid Fund - Regular Plan - Monthly IDCW Option,ITI Liquid Fund - Regular Plan - Monthly IDCW Option,ITI Liquid Fund - Regular Plan - Monthly IDCW Option
496,1003.0614,,,07-Apr-2023 14:58:00
497,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option
498,1001.5379,,,07-Apr-2023 14:58:00
499,ITI Overnight Fund,ITI Overnight Fund,ITI Overnight Fund,ITI Overnight Fund
500,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option
501,1136.6012,,,07-Apr-2023 14:58:00
502,ITI Overnight Fund - Direct Plan - Fortnightly IDCW Option,ITI Overnight Fund - Direct Plan - Fortnightly IDCW Option,ITI Overnight Fund - Direct Plan - Fortnightly IDCW Option,ITI Overnight Fund - Direct Plan - Fortnightly IDCW Option
503,1002.7685,,,07-Apr-2023 14:58:00
504,ITI Overnight Fund - Direct Plan - Growth Option,ITI Overnight Fund - Direct Plan - Growth Option,ITI Overnight Fund - Direct Plan - Growth Option,ITI Overnight Fund - Direct Plan - Growth Option
505,1143.5500,,,07-Apr-2023 14:58:00
506,ITI Overnight Fund - Direct Plan - Monthly IDCW Option,ITI Overnight Fund - Direct Plan - Monthly IDCW Option,ITI Overnight Fund - Direct Plan - Monthly IDCW Option,ITI Overnight Fund - Direct Plan - Monthly IDCW Option
507,1002.7766,,,07-Apr-2023 14:58:00
508,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option
509,1001.5517,,,07-Apr-2023 14:58:00
510,ITI Overnight Fund - Regular Plan - Annual IDCW Option,ITI Overnight Fund - Regular Plan - Annual IDCW Option,ITI Overnight Fund - Regular Plan - Annual IDCW Option,ITI Overnight Fund - Regular Plan - Annual IDCW Option
511,1068.4814,,,07-Apr-2023 14:58:00
512,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option
513,1001.0000,,,07-Apr-2023 14:58:00
514,ITI Overnight Fund - Regular Plan - Fortnightly IDCW Option,ITI Overnight Fund - Regular Plan - Fortnightly IDCW Option,ITI Overnight Fund - Regular Plan - Fortnightly IDCW Option,ITI Overnight Fund - Regular Plan - Fortnightly IDCW Option
515,1002.7720,,,07-Apr-2023 14:58:00
516,ITI Overnight Fund - Regular Plan - Growth Option,ITI Overnight Fund - Regular Plan - Growth Option,ITI Overnight Fund - Regular Plan - Growth Option,ITI Overnight Fund - Regular Plan - Growth Option
517,1139.5028,,,07-Apr-2023 14:58:00
518,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option
519,1002.7425,,,07-Apr-2023 14:58:00
520,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option
521,1001.5462,,,07-Apr-2023 14:58:00
522,LIC Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,LIC Mutual Fund
523,LIC MF Liquid Fund,LIC MF Liquid Fund,LIC MF Liquid Fund,LIC MF Liquid Fund
524,LIC MF Liquid Fund-Direct Plan-Daily IDCW,LIC MF Liquid Fund-Direct Plan-Daily IDCW,LIC MF Liquid Fund-Direct Plan-Daily IDCW,LIC MF Liquid Fund-Direct Plan-Daily IDCW
525,1014.3032,,,07-Apr-2023 09:30:03
526,LIC MF Liquid Fund-Direct Plan-Growth,LIC MF Liquid Fund-Direct Plan-Growth,LIC MF Liquid Fund-Direct Plan-Growth,LIC MF Liquid Fund-Direct Plan-Growth
527,4094.2111,,,07-Apr-2023 09:30:03
528,LIC MF Liquid Fund-Regular Plan-Daily IDCW,LIC MF Liquid Fund-Regular Plan-Daily IDCW,LIC MF Liquid Fund-Regular Plan-Daily IDCW,LIC MF Liquid Fund-Regular Plan-Daily IDCW
529,1000.1751,,,07-Apr-2023 09:30:03
530,LIC MF Liquid Fund-Regular Plan-Growth,LIC MF Liquid Fund-Regular Plan-Growth,LIC MF Liquid Fund-Regular Plan-Growth,LIC MF Liquid Fund-Regular Plan-Growth
531,4045.5704,,,07-Apr-2023 09:30:03
532,LIC MF Overnight Fund,LIC MF Overnight Fund,LIC MF Overnight Fund,LIC MF Overnight Fund
533,LIC MF Overnight Fund-Direct Plan-Daily IDCW,LIC MF Overnight Fund-Direct Plan-Daily IDCW,LIC MF Overnight Fund-Direct Plan-Daily IDCW,LIC MF Overnight Fund-Direct Plan-Daily IDCW
534,1060.7551,,,07-Apr-2023 09:30:03
535,LIC MF Overnight Fund-Direct Plan-Growth,LIC MF Overnight Fund-Direct Plan-Growth,LIC MF Overnight Fund-Direct Plan-Growth,LIC MF Overnight Fund-Direct Plan-Growth
536,1163.5872,,,07-Apr-2023 09:30:03
537,LIC MF Overnight Fund-Direct Plan-IDCW,LIC MF Overnight Fund-Direct Plan-IDCW,LIC MF Overnight Fund-Direct Plan-IDCW,LIC MF Overnight Fund-Direct Plan-IDCW
538,1163.3197,,,07-Apr-2023 09:30:03
539,LIC MF Overnight Fund-Direct Plan-Weekly IDCW,LIC MF Overnight Fund-Direct Plan-Weekly IDCW,LIC MF Overnight Fund-Direct Plan-Weekly IDCW,LIC MF Overnight Fund-Direct Plan-Weekly IDCW
540,1001.161,,,07-Apr-2023 09:30:03
541,LIC MF Overnight Fund-Regular Plan-Daily IDCW,LIC MF Overnight Fund-Regular Plan-Daily IDCW,LIC MF Overnight Fund-Regular Plan-Daily IDCW,LIC MF Overnight Fund-Regular Plan-Daily IDCW
542,1044.7352,,,07-Apr-2023 09:30:03
543,LIC MF Overnight Fund-Regular Plan-Growth,LIC MF Overnight Fund-Regular Plan-Growth,LIC MF Overnight Fund-Regular Plan-Growth,LIC MF Overnight Fund-Regular Plan-Growth
544,1157.9634,,,07-Apr-2023 09:30:03
545,LIC MF Overnight Fund-Regular Plan-Weekly IDCW,LIC MF Overnight Fund-Regular Plan-Weekly IDCW,LIC MF Overnight Fund-Regular Plan-Weekly IDCW,LIC MF Overnight Fund-Regular Plan-Weekly IDCW
546,1046.1197,,,07-Apr-2023 09:30:03
547,Mahindra Manulife Mutual Fund,Mahindra Manulife Mutual Fund,Mahindra Manulife Mutual Fund,Mahindra Manulife Mutual Fund
548,Mahindra Manulife Liquid Fund,Mahindra Manulife Liquid Fund,Mahindra Manulife Liquid Fund,Mahindra Manulife Liquid Fund
549,Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW,Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW,Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW,Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW
550,1032.5026,,,07-Apr-2023 01:04:55
551,Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW,Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW,Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW,Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW
552,1003.3461,,,07-Apr-2023 01:04:55
553,Mahindra Manulife Liquid Fund - Direct Plan -Growth,Mahindra Manulife Liquid Fund - Direct Plan -Growth,Mahindra Manulife Liquid Fund - Direct Plan -Growth,Mahindra Manulife Liquid Fund - Direct Plan -Growth
554,1466.8639,,,07-Apr-2023 01:04:55
555,Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW,Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW,Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW,Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW
556,1000.4699,,,07-Apr-2023 01:04:55
557,Mahindra Manulife Liquid Fund - Regular Plan - Growth,Mahindra Manulife Liquid Fund - Regular Plan - Growth,Mahindra Manulife Liquid Fund - Regular Plan - Growth,Mahindra Manulife Liquid Fund - Regular Plan - Growth
558,1454.9025,,,07-Apr-2023 01:04:55
559,Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW,Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW,Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW,Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW
560,1009.7630,,,07-Apr-2023 01:04:55
561,Mahindra Manulife Overnight Fund,Mahindra Manulife Overnight Fund,Mahindra Manulife Overnight Fund,Mahindra Manulife Overnight Fund
562,Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW,Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW,Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW,Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW
563,1164.9370,,,07-Apr-2023 01:04:55
564,Mahindra Manulife Overnight Fund - Direct Plan -Growth,Mahindra Manulife Overnight Fund - Direct Plan -Growth,Mahindra Manulife Overnight Fund - Direct Plan -Growth,Mahindra Manulife Overnight Fund - Direct Plan -Growth
565,1162.0222,,,07-Apr-2023 01:04:55
566,Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW,Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW,Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW,Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW
567,1124.1505,,,07-Apr-2023 01:04:55
568,Mahindra Manulife Overnight Fund - Regular Plan - Growth,Mahindra Manulife Overnight Fund - Regular Plan - Growth,Mahindra Manulife Overnight Fund - Regular Plan - Growth,Mahindra Manulife Overnight Fund - Regular Plan - Growth
569,1157.6563,,,07-Apr-2023 01:04:55
570,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years
571,1000.0000,,,07-Apr-2023 01:04:55
572,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years
573,1065.6309,,,07-Apr-2023 01:04:55
574,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund
575,Nippon India Liquid Fund,Nippon India Liquid Fund,Nippon India Liquid Fund,Nippon India Liquid Fund
576,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION
577,1529.0186,,,07-Apr-2023 18:33:34
578,NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION
579,1529.0243,,,07-Apr-2023 18:33:34
580,NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION
581,1591.8872,,,07-Apr-2023 18:33:34
582,NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION
583,1009.3570,,,07-Apr-2023 18:33:34
584,NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION,NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION
585,1532.7072,,,07-Apr-2023 18:33:34
586,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option
587,5515.5954,,,07-Apr-2023 18:33:34
588,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION
589,1588.5094,,,07-Apr-2023 18:33:34
590,NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION,NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION,NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION,NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION
591,1007.5483,,,07-Apr-2023 18:33:34
592,Nippon India Liquid Fund - Retail Option - Growth Plan,Nippon India Liquid Fund - Retail Option - Growth Plan,Nippon India Liquid Fund - Retail Option - Growth Plan,Nippon India Liquid Fund - Retail Option - Growth Plan
593,4899.3789,,,07-Apr-2023 18:33:34
594,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION
595,1524.5325,,,07-Apr-2023 18:33:34
596,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION
597,1330.1381,,,07-Apr-2023 18:33:34
598,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION
599,1219.6412,,,07-Apr-2023 18:33:34
600,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION
601,1035.6499,,,07-Apr-2023 18:33:34
602,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION
603,1532.6668,,,07-Apr-2023 18:33:34
604,Nippon India Liquid Fund -Growth Plan,Nippon India Liquid Fund -Growth Plan,Nippon India Liquid Fund -Growth Plan,Nippon India Liquid Fund -Growth Plan
605,5461.6442,,,07-Apr-2023 18:33:34
606,Nippon India Overnight Fund,Nippon India Overnight Fund,Nippon India Overnight Fund,Nippon India Overnight Fund
607,NIPPON INDIA OVERNIGHT FUND - DAILY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DAILY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DAILY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DAILY IDCW Option
608,100.0230,,,07-Apr-2023 18:33:34
609,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - DAILY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - DAILY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - DAILY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - DAILY IDCW Option
610,100.0233,,,07-Apr-2023 18:33:34
611,Nippon India Overnight Fund - Direct Plan - Growth Option,Nippon India Overnight Fund - Direct Plan - Growth Option,Nippon India Overnight Fund - Direct Plan - Growth Option,Nippon India Overnight Fund - Direct Plan - Growth Option
612,120.5188,,,07-Apr-2023 18:33:34
613,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option
614,100.3277,,,07-Apr-2023 18:33:34
615,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option
616,100.6789,,,07-Apr-2023 18:33:34
617,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - WEEKLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - WEEKLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - WEEKLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - WEEKLY IDCW Option
618,100.1331,,,07-Apr-2023 18:33:34
619,NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option
620,100.3160,,,07-Apr-2023 18:33:34
621,NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option
622,100.6701,,,07-Apr-2023 18:33:34
623,Nippon India Overnight Fund - Regular Plan - Growth Option,Nippon India Overnight Fund - Regular Plan - Growth Option,Nippon India Overnight Fund - Regular Plan - Growth Option,Nippon India Overnight Fund - Regular Plan - Growth Option
624,120.0141,,,07-Apr-2023 18:33:34
625,NIPPON INDIA OVERNIGHT FUND - WEEKLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - WEEKLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - WEEKLY IDCW Option,NIPPON INDIA OVERNIGHT FUND - WEEKLY IDCW Option
626,100.1314,,,07-Apr-2023 18:33:34
627,NJ Mutual Fund,NJ Mutual Fund,NJ Mutual Fund,NJ Mutual Fund
628,NJ Overnight Fund,NJ Overnight Fund,NJ Overnight Fund,NJ Overnight Fund
629,NJ Overnight Fund - Direct Plan - Growth Option,NJ Overnight Fund - Direct Plan - Growth Option,NJ Overnight Fund - Direct Plan - Growth Option,NJ Overnight Fund - Direct Plan - Growth Option
630,1041.0228,,,07-Apr-2023 19:26:00
